"","Sr","Test Name","Normal Range","Unit","Default Value","Cate","Type","Valid","Highligh"
"","637","Duration of Absitence","","","","Descriptive","Text","0 - 250","0 - 99999"
"","638","Liquification","","","","Descriptive","Text","0 - 250","0 - 99999"
"","639","Interval between ejaculation of analysis","","","","Descriptive","Text","0 - 250","0 - 99999"
"","640","Volume","","","","Descriptive","Text","0 - 250","0 - 99999"
"","641","Appearance","","","","Descriptive","Text","0 - 250","0 - 99999"
"","642","PH","","-","","Descriptive","List","0 - 250","0 - 99999"
"","643","Motility","","","","Sub Heading","Text","0 - 250","0 - 99999"
"","644","Rapid Progression","","","","Descriptive","Text","0 - 500","0 - 99999"
"","645","Non-Progressive Motility","","","","Descriptive","Text","0 - 500","0 - 99999"
"","646","Slow Progression:","","","","Descriptive","Text","0 - 500","0 - 99999"
"","647","Immotile","","","","Descriptive","Text","0 - 250","0 - 99999"
"","648","Agglutination (%)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","649","Vitality (%live)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","650","Concentration:","","","","Descriptive","Text","0 - 500","0 - 99999"
"","651","Morphology","","","","Sub Heading","AutoComplete","0 - 500","0 - 99999"
"","652","Normal","","","","Descriptive","Text","0 - 500","0 - 99999"
"","653","Abnormal","","","","Descriptive","Text","0 - 500","0 - 99999"
"","654","Head Defects","","","","Descriptive","Text","0 - 500","0 - 99999"
"","655","Tail Defects","","","","Descriptive","Text","0 - 500","0 - 99999"
"","656","Neck & Midpiece Defects","","","","Descriptive","Text","0 - 500","0 - 99999"
"","657","Cytoplasmic Droplets","","","","Descriptive","Text","0 - 500","0 - 99999"
"","658","Headless ""Pinhead""","","","","Descriptive","Text","0 - 500","0 - 99999"
"","659","Miscellaneous","","","NIL","Descriptive","Text","0 - 500","0 - 99999"
"","660","No Of Stone","","","","Descriptive","Text","0 - 500","0 - 99999"
"","661","Size","","","","Descriptive","Text","0 - 500","0 - 99999"
"","662","Colour","","","","Descriptive","Text","0 - 500","0 - 99999"
"","663","Shape","","","","Descriptive","Text","0 - 500","0 - 99999"
"","664","Surface","","","","Descriptive","Text","0 - 500","0 - 99999"
"","665","Cholesterol","","","Nil","Descriptive","Text","0 - 500","0 - 99999"
"","666","Bilirubin","","","Nil","Descriptive","Text","0 - 500","0 - 99999"
"","667","Beliveredin","","","Nil","Descriptive","Text","0 - 500","0 - 99999"
"","668","Calcium","","","Nil","Descriptive","Text","0 - 500","0 - 99999"
"","669","Phosphorus","","","Nil","Descriptive","Text","0 - 500","0 - 99999"
"","670","Iron","","","Nil","Descriptive","Text","0 - 500","0 - 99999"
"","671","Ammonium","","","","Descriptive","Text","0 - 500","0 - 99999"
"","672","Cystine","","","","Descriptive","Text","0 - 500","0 - 99999"
"","673","Oxalate","","","","Descriptive","Text","0 - 500","0 - 99999"
"","674","Magnesium","","","","Descriptive","Text","0 - 500","0 - 99999"
"","675","Uric Acid","","","NIL","Descriptive","Text","0 - 500","0 - 99999"
"","676","B-LACTAM","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","677","PENICILLINS","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","678","Penicillin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","679","Timentin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","680","AMINOPENCILLINS","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","681","Ampicillin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","682","PENICILLINASE  RESISTANCE","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","683","Oxacillin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","684","Methicillin (Coag.Neg)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","685","B-LACTAMASE INHIBITOR","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","686","Augmentin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","687","Piperacillin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","688","Tazobactam","","","","Descriptive","Text","0 - 500","0 - 99999"
"","689","CARBAPENEMS","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","690","Imepenem","","","","Descriptive","Text","0 - 500","0 - 99999"
"","691","Meropenem","","","","Descriptive","Text","0 - 500","0 - 99999"
"","692","MONOBACTAMS","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","693","Aztreonam","","","","Descriptive","Text","0 - 500","0 - 99999"
"","694","CEPHALOSPORINS","","","","Sub Heading","Text","0 - 1","0 - 99999"
"","695","1st","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","696","Cefazolin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","697","Cephalexin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","698","2nd","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","699","Cefaclor","","","","Descriptive","Text","0 - 500","0 - 99999"
"","700","Cefoxitin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","701","Cefuroxime","","","","Descriptive","Text","0 - 500","0 - 99999"
"","702","3rd","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","703","Cefotaxime","","","","Descriptive","Text","0 - 500","0 - 99999"
"","704","Ceftazidime","","","","Descriptive","Text","0 - 500","0 - 99999"
"","705","Sulzone","","","","Descriptive","Text","0 - 500","0 - 99999"
"","706","Cefixime","","","","Descriptive","Text","0 - 500","0 - 99999"
"","707","Ceftriaxon","","","","Descriptive","Text","0 - 500","0 - 99999"
"","708","4th","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","709","Cefepime","","","","Descriptive","Text","0 - 500","0 - 99999"
"","710","MACROLIDES","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","711","Azithromycin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","712","Clarithromycin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","713","Erythromycin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","714","FLUOROQUINOLONES","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","715","Levofloxacin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","716","Norfloxacin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","717","Ofloxacin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","718","Moxifloxacin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","719","Ciprofloxacin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","720","TETRACYCLINES","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","721","Tetracycline","","","","Descriptive","Text","0 - 500","0 - 99999"
"","722","Minocyclin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","723","Doxycycline","","","","Descriptive","Text","0 - 500","0 - 99999"
"","724","LINCOSAMIDE","","","","Sub Heading","Text","0 - 1","0 - 99999"
"","725","Clindamycin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","726","AMINOGLYCOSIDES","","","","Sub Heading","Text","0 - 1","0 - 99999"
"","727","Tobramycin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","728","Gentamycin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","729","Amikacin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","730","OTHERS","","","","Sub Heading","Text","0 - 250","0 - 99999"
"","731","Colistin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","732","Chloramphenicol","","","","Descriptive","Text","0 - 500","0 - 99999"
"","733","Fusidic Acid","","","","Descriptive","Text","0 - 500","0 - 99999"
"","734","Trimethoprim","","","","Descriptive","Text","0 - 500","0 - 99999"
"","735","Vancomycin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","736","Rifampin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","737","Fosfomycin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","738","Linezolid","","","","Descriptive","Text","0 - 500","0 - 99999"
"","739","Nitrofurantoin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","740","Tecioplanin","","","","Descriptive","Text","0 - 500","0 - 99999"
"","741","ALKALINE PHOSPHATASE","UP TO 305  U/L (37 C) IN AUDULTSUP TO 732 IN CHILDREN(VARIABLE IN BONE GROWING AGE)","U/L","","Standard","Text","0 - 500","0 - 99999"
"","742","HbA1c","4.2-6.2 %DIABETIC:-GOOD CONTROL 5.5-6.8%FAIR CONTROL 6.8-7.6%POOR CONTROL ABOVE 7.6%","%","","Standard","Text","0 - 500","0 - 99999"
"","743","SERUM FERRITIN","""Male:   38 - 457 Female:   (Premenopausal): 7.4 - 73 ng/ml  (Menopausal):       14 - 165 ng/mlChildren:  Up to 6 months:  1.0 - 434 ng/ml  0.5 - 15 years:     2.0 - 135 ng/ml  15 - 18 years:       16  -   90 ng/ml""","ng/ml","","Standard","Text","0 - 500","0 - 99999"
"","744","HBsAg Screening","","","","Standard","Text","0 - 500","0 - 99999"
"","745","Typhidot igM","See Below","-","","Standard","Text","0 - 500","0 - 99999"
"","746","Typhidot igG","See Below","-","","Standard","Text","0 - 500","0 - 99999"
"","747","BILIRUBIN TOTAL","0.1 - 1.0","mg/dl","","Standard","Text","0 - 250","0 - 99999"
"","748","SGPT (ALT)","7 - 40","U/L","","Standard","Text","0 - 500","0 - 99999"
"","749","ALKALINE PHOSPHATASE","64 - 307","iu","","Standard","Text","0 - 500","0 - 99999"
"","750","LDL CHOLESTEROL","Desirable: < 99Above Desirable: 100-129Borderline: 130 - 159High: 160 - 189Very High: > 190","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","751","HDL CHOLESTEROL","35 - 65","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","752","UREA","13 - 50","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","753","CHOLESTEROL / HDL CHOLESTEROL RATIO","Desirable: 3.5 to 5.0High: > 5.0","mg/dl","","Standard","Formula","0 - 500","0 - 99999"
"","754","TOTAL LIPIDS","400 - 1000","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","755","T3","0.58 - 1.62","nmol/L","","Standard","Decimal","0 - 500","0.58 - 1.62"
"","756","TSH","0.35 - 4.94","mIU/L","","Standard","Decimal","0 - 500","0.35 - 4.94"
"","757","PROLACTIN","Male: 2.1 - 17.7Female:Non-Pregnant: 2.8 - 29.2Pregnant: 9.7 - 208.5Post-Menopause: 1.8 - 20.3","ng/ml","","Standard","Text","0 - 500","0 - 99999"
"","758","Rapid Progression:","32-75","%","","Standard","Text","0 - 500","0 - 99999"
"","759","Concentration:","15-259 millions per ml","ml","","Standard","Text","0 - 500","0 - 99999"
"","760","Normal:","4-48","%","","Standard","Text","0 - 500","0 - 99999"
"","761","URINE FOR PREGNANCY TEST","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","762","ANTI HIV - 1&2 (ICT)","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","763","HEPATITIS B SURFACE ANTIGEN","-","","","Descriptive","List","0 - 500","0 - 99999"
"","764","PATIENT'S INDEX VALUE","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","765","Anti Thyroglobulin Antibodies (ATG)","Less than 95.0 IU/ml","IU/ml","","Standard","Text","0 - 500","0 - 99999"
"","766","D-DIMER","0.0 - 1.35","ng/ml","","Standard","Text","0 - 500","0 - 99999"
"","767","BILIRUBIN TOTAL","0.1 -1.0","mg/dl","","Standard","Text","0 - 250","0 - 99999"
"","768","ALKALINE PHOSPHATASE","64 - 307","U/L","","Standard","Text","0 - 500","0 - 99999"
"","769","S.G.O.T (A.S.T)","8 - 40","U/L","","Standard","Text","0 - 500","0 - 99999"
"","770","Ketone (Urine)","-","-","NIL","Descriptive","Text","0 - 250","0 - 99999"
"","771","ANTI CCP ANTIBODY (CPA ELISA)","lower than 18  NEGATIVE18 - 22 borderlinehigher than 22 POSTITIVE","U/mL","","Standard","Text","0 - 500","0 - 99999"
"","772","ANTI TISSUE TRANSGLUTAMINASE IgG","lower than 18  NEGATIVE18 - 22 borderlinehigher than 22 POSTITIVE","U/mL","","Standard","Text","0 - 500","0 - 99999"
"","773","PROCEDURE:","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","774","CASE SUMMARY (based on CAP protocol)","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","775","GROSS EXAMINATION","-","","","Descriptive","AutoComplete","0 - 500","0 - 99999"
"","776","Diagnosis:","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","777","ADVISED:","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","778","Adenosine Deaminase (ADA)","Serum < 15CSF   < 9Fluid < 30","U/L","","Standard","Text","0 - 500","0 - 99999"
"","779","Anti Nucleosomes IgG","See Below","U/ml","","Standard","Text","0 - 500","0 - 99999"
"","780","Anti dsDNA IgG","See Below","U/ml","","Standard","Text","0 - 500","0 - 99999"
"","781","Anti Histones","See Below","U/ml","","Standard","Text","0 - 500","0 - 99999"
"","782","Anti PCNA IgG","See Below","U/ml","","Standard","Text","0 - 500","0 - 99999"
"","783","Anti Ribosome Protein IgG","See Below","U/ml","","Standard","Text","0 - 500","0 - 99999"
"","784","Anti Centromere B","See Below","U/ml","","Standard","Text","0 - 500","0 - 99999"
"","785","Anitbodies Related toPolymyositis/Scleroderma Overlap Syndrome","-","","","Sub Heading","Text","0 - 500","0 - 99999"
"","786","Anti PM/Scl IgG","See Below","U/ml","","Standard","Text","0 - 500","0 - 99999"
"","787","Anti-mitochondrial-M2 Ab (AMA-M2)","See Below","U/ml","","Standard","Text","0 - 500","0 - 99999"
"","788","Cut Off Value","*","*","1.00","Descriptive","Text","0 - 250","0 - 99999"
"","789","ANTI SMOOTH MUSCLE ANTIBODIES (SMA) :","0.0 to 20.0","Au/ml","","Standard","Text","0 - 500","0 - 99999"
"","790","ESTRADIOL","Adult Male 10 - 40 pg/mLAdult FemalePremenopausal 9 - 35O pg/mLPostmenopausal < 10 pg/mLFemale through menstrual cycleFollicular Phase 9 - 175 pg/mLLuteal Phase 44 - 196 pg/mLPeriovulatory 107 - 281pg/mL","pg/mL","","Standard","Text","0 - 500","0 - 99999"
"","791","HELICOBACTER PYLORI Abs (IgA)","NEGATIVE < 0.9 EQUIVOCAL 0.9 - 1.1POSITIVE > 1.1","U/ml","","Standard","Text","0 - 500","0 - 99999"
"","792","HELICOBACTER PYLORI Abs (IgG)","NEGATIVE	< 0.9INTERMEDIATE	0.9 - 1.2POSITIVE	> 1.2","U/ml","","Standard","Text","0 - 500","0 - 99999"
"","793","HELICOBACTER PYLORI Abs IgM","See below","U/ml","","Standard","Text","0 - 500","0 - 99999"
"","794","Homocystine (Urine)","5-15","µmol/l","","Standard","Text","0 - 500","0 - 99999"
"","795","ProBNP (N-t) II","<300","pg/ml","","Standard","Text","0 - 500","0 - 99999"
"","796","TRANSFERRIN SATURATION","Male: 12 - 36Female:10 - 39","%","","Standard","Text","0 - 500","0 - 99999"
"","797","SERUM CALCIUM","8.6 - 10.3","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","798","Bilirubin","Negative","","","Standard","Text","0 - 250","0 - 99999"
"","799","ALKALINE PHOSPHATASE","Adult: 80 - 306Child: 80 - 640","U/L","","Standard","Text","0 - 500","0 - 99999"
"","800","GROSS EXAMINATION","-","","","Sub Heading","Text","0 - 500","0 - 99999"
"","801","Mucus","Nil","","","Standard","Text","0 - 250","0 - 99999"
"","802","Parasite","Nil","","","Standard","Text","0 - 250","0 - 99999"
"","803","Occult Blood","Nil","","","Standard","Text","0 - 250","0 - 99999"
"","804","Pus Cells/WBC","Nil","","","Standard","Text","0 - 250","0 - 99999"
"","805","RBC","Nil","","","Standard","Text","0 - 250","0 - 99999"
"","806","Fats","Nil","","","Standard","Text","0 - 250","0 - 99999"
"","807","igG","Negative","-","","Standard","List","0 - 500","0 - 99999"
"","808","igM","NEGATIVE","-","","Standard","Text","0 - 500","0 - 99999"
"","809","ProBNP (N-t) II","See below","pg/mL","-","Standard","Decimal","0 - 500","30 - 35000"
"","810","CULTURE","-","-","","Descriptive","Text","0 - 500","0 - 99999"
"","811","IgM","SEE BELOW","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","812","SGPT (ALT)","0 - 41","U/L","","Standard","Text","0 - 500","0 - 99999"
"","813","TOTAL LIPIDS","100 - 400","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","814","T4","Cord Blood :7.4 - 13 1 - 3 days:12 - 23 1 - 2 weeks:9.9 - 17 1 - 4 months:7.2 - 14 4 - 12 months:7.8 - 16 Childern:5.6 - 15 Adults:4.6 - 11","nmol/L","","Standard","Text","0 - 500","0 - 99999"
"","815","TSH","Euthyroid 0.17 - 4.05Hyperthyroid <0.15Untreated hyperthyroid >5","µIU/mL","","Standard","Text","0 - 500","0 - 99999"
"","816","TESTOSTERONE","Children Male:4 Days - 6 Month: 0.09 - 2.996 Month - 9 Yrs: Upto 0.3610 Yrs - 13 Yrs: Upto 0.2314 Yrs - 16 Yrs: 0.36 - 6.3217 Yrs - 19 Yrs: 1.48 - 7.94Adult Males:20-49 Years: 0.47 - 9.80>=50 years: 1.27 - 10.20Children Female:4 Days - 9 Yrs: 0.01 - 0.6210 Yrs - 13 Yrs: Upto 0.2814 Yrs - 19 Yrs: 0.10 - 0.49Adult Females:20-49 Years: 0.07 - 0.79>= 50 years: 0.09 - 0.37","ng/mL","","Standard","Text","0 - 500","0 - 99999"
"","817","FREE T4 (FT4)","11.50 - 23.80","pmol/L","","Standard","Text","0 - 500","0 - 99999"
"","818","White Blood Cell (WBC/TLC)","4000 - 11000","/ cu mm","","Standard","Decimal","0 - 999999","4000 - 11000"
"","819","Hemoglobin (Hb%)","M: 13.5-17.5,F: 11.5 - 14.0CH 12.0 - 16.0","g/dl","","Standard","Decimal","0 - 999","10 - 18"
"","820","Others","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","821","Platelets Count","150000 - 400000","/cu mm","","Standard","Decimal","0 - 999999","150000 - 400000"
"","822","pH (Urine)","-","","","Standard","Text","0 - 500","0 - 99999"
"","823","SPUTUM FOR FUNGAL HYPHAE/ SPORES","-","-","","Standard","Text","0 - 500","0 - 99999"
"","824","ICT FOR TB","-","-","","Standard","Text","0 - 500","0 - 99999"
"","825","TOTAL PROTEIN","6.1 - 7.9","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","826","SERUM ALBUMIN","3.8 - 5.1","g/dl","","Standard","Text","0 - 500","0 - 99999"
"","827","SERUM GLOBULIN","1.8 - 3.2","mg/dl","","Standard","Text","0 - 500","0 - 99999"
"","828","SERUM CREATININE","MALE: 0.7 - 1.2FEMALE: 0.6 - 0.9","mg/dl","","Standard","Decimal","0 - 500","0 - 1.5"
"","829","SERUM IRON","60 - 160","µg/dL","","Standard","Text","0 - 500","0 - 99999"
"","830","Blood Glucose Random","60-140","mg/dl","","Standard","Decimal","0 - 500","60 - 140"
"","831","BLOOD UREA","10-50","mg/dl","","Standard","Decimal","0 - 250","0 - 60"
"","832","Reducing Substance","-","","","Standard","Text","0 - 500","0 - 99999"
"","833","Haemoglobin","M: 13.5 - 17.5,  F: 11.5 -14.0","g/dl","","Standard","Decimal","0 - 500","10 - 18"
"","834","Amorphous urates","-","-","","Standard","Text","0 - 250","0 - 99999"
"","835","Note:","*","*","","Descriptive","Text","0 - 250","0 - 99999"
"","836","SERUM CREATININE","MEN: 0.7 - 1.2WOMEN: 0.6 - 0.9","mg/dl","","Standard","Decimal","0 - 500","0 - 1.5"
"","837","URIC ACID","FEMALES: 2.4 - 5.7MALES:   3.4 - 7.0","mg/dl","","Standard","Decimal","0 - 500","0 - 7"
"","838","SERUM POTASSIUM","3.5 - 5.4","mmol/L","","Standard","Text","0 - 250","0 - 99999"
"","839","Serum Chloride","98 - 108","mmol/l","","Standard","Decimal","0 - 999","98 - 108"
"","840","SERUM BICARBONATE","23 - 33","meq/L","","Standard","Text","0 - 250","0 - 99999"
"","841","SERUM CHOLESTEROL","< 200","mg/dl","","Standard","Decimal","0 - 500","0 - 200"
"","842","SERUM TRIGLYCERIDES","< 200","mg/dl","","Standard","Decimal","0 - 500","0 - 200"
"","843","ALKALINE PHOSPHATASE","ADULT < 270CHILD < 645","U/L","","Standard","Text","0 - 500","0 - 99999"
"","844","SERUM AMYLASE","< 125","U/L","","Standard","Decimal","0 - 500","0 - 125"
"","845","SERUM ALBUMIN","3.5 - 5.5","g/dL","","Standard","Decimal","0 - 500","3.4 - 5.6"
"","846","BILIRUBIN TOTAL","0.1 - 1.1","mg/dl","","Standard","Decimal","0 - 250","0 - 1.4"
"","847","SGOT (AST)","8-40","U/L","","Standard","Text","0 - 500","0 - 99999"
"","848","Globulins","1.8 - 3.4","g/dl","","Standard","Formula","0 - 999999","1.8 - 3.4"
"","849","Blood Glucose Random(02 hrs after intake of 75 grams of glucose)","70 - 140","mg/dl","","Standard","Decimal","0 - 500","70 - 170"
"","850","C.P.K","24-195","U/L","","Standard","Decimal","0 - 500","24 - 195"
"","851","L.D.H","230 - 460","U/L","","Standard","Decimal","0 - 99999","230 - 460"
"","852","SERUM MAGNESIUM","1.9 - 2.5","mEq/l","","Standard","Text","0 - 500","0 - 99999"
"","853","HbA1c","4.2 - 7.0","%","","Standard","Text","0 - 500","0 - 99999"
"","854","HDL","28 - 60","mg/dl","","Standard","Decimal","0 - 99999","28 - 60"
"","855","LDL","110 - 170","mg/dl","","Standard","Decimal","0 - 9999","110 - 170"
"","856","ESR","0-20","mm/1st hr","","Standard","Decimal","0 - 250","0 - 20"
"","857","INR","-","Ratio","","Standard","Text","0 - 250","0 - 99999"
"","858","RETICULOCYTE COUNT","Adult:    0.5-2.5Infant:   2 - 5","%","","Standard","Text","0 - 500","0 - 99999"
"","859","APTT","34-42","Sec.","","Standard","Text","0 - 500","0 - 99999"
"","860","URINE FOR KETONES","-","","","Standard","Text","0 - 500","0 - 99999"
"","861","PROTEIN(24 HOURS URINE)","28-140","mg/24 Hours","","Standard","Text","0 - 250","0 - 99999"
"","862","PROTEIN / CREATININE RATIO","Children < 2 Years < 0.5Adults & Children > 2 Years < 0.2","-","","Standard","Text","0 - 500","0 - 99999"
"","863","R.A FACTOR (QUANTITATIVE)","< 12","IU/mL","","Standard","Text","0 - 500","0 - 99999"
"","864","HBsAg Screening","-","-","","Standard","Text","0 - 500","0 - 99999"
"","865","VDRL","-","-","","Standard","Text","0 - 250","0 - 99999"
"","866","Red Blood Cell (RBC)","4.5 - 6.5","*10^12/l","","Standard","Decimal","0 - 999","4.5 - 6.5"
"","867","Anti Helicobacter Pylori Screening","-","","","Standard","Text","0 - 500","0 - 99999"
"","868","HCV Screening","-","-","","Standard","Text","0 - 500","0 - 99999"
"","869","ANTI HIV - 1&2 (ICT)","-","-","","Standard","Text","0 - 500","0 - 99999"
"","870","MONOSPOT TEST","Negative : < 5.0Doubt full : 5.0 - 9.0Positive : > 10.0","mm","","Standard","Text","0 - 500","0 - 99999"
"","871","Dengue NS1 Antigen",".","","","Standard","Text","0 - 500","0 - 99999"
"","872","CUT OFF VALUE","-","","","Descriptive","List","0 - 500","0 - 99999"
"","873","LDH (FLUID)","-","U/L","","Standard","Text","0 - 500","0 - 99999"
